query_target	query_conf	hit_uniprot	is_self	idf	node_count	min_rmsd	plddt	n_matched	best_pocket_rank	best_pocket_prob	overlap_count	overlap_frac	status	confidence
4R7L	holo	Q9H4A4	0	36.6987	14	0.5980	94.62	43	1	0.970	11	0.26	pocket_supported	medium
4R7L	holo	Q9BQ65	0	3.9203	7	0.6012	83.19	12	1	0.938	4	0.33	pocket_supported	high
4R7L	holo	Q9H0S4	0	3.6345	6	1.0416	85.64	7			0	0.00	non_pocket	
4R7L	apo	P09960	1	40.9939	14	0.4143	96.32	22	1	0.992	14	0.64	is_self	
4R7L	apo	P46093	0	3.6833	6	2.4919	80.71	8	1	0.589	2	0.25	pocket_supported	medium
4R7L	apo	Q5HYL7	0	3.4988	6	2.2937	78.21	11			0	0.00	non_pocket	
9XRI	holo	P30086	0	5.7000	9	0.6472	97.35	11	1	0.781	3	0.27	pocket_supported	medium
9XRI	holo	O15067	0	4.8558	10	2.1400	92.28	49	1	0.993	7	0.14	pocket_supported	medium
9XRI	holo	Q9H1C4	0	4.7404	7	0.6920	79.56	23	1	0.966	1	0.04	pocket_supported	medium
9XRI	holo	O75594	0	4.4859	5	1.0700	91.16	12			0	0.00	non_pocket	
9XRI	holo	P55157	0	4.3688	10	1.7701	86.55	29	7	0.147	1	0.03	pocket_supported	medium
9XRI	holo	Q8N434	0	4.2148	7	1.9576	83.82	19			0	0.00	non_pocket	
9XRI	holo	P22102	0	4.1646	9	2.3047	92.74	34	2	0.807	4	0.12	pocket_supported	medium
9XRI	holo	Q86SY8	0	4.0930	3	0.1204	68.35	4			0	0.00	non_pocket	
9XRI	holo	Q8WVM0	0	3.9854	7	1.1302	91.96	16	5	0.014	1	0.06	pocket_supported	medium
9XRI	holo	Q9HBY0	0	3.9096	9	1.0591	89.73	16	12	0.045	2	0.12	pocket_supported	medium
9XRI	holo	P08069	0	3.7862	9	2.4239	78.01	31	15	0.005	2	0.06	pocket_supported	medium
9XRI	holo	A4D126	0	3.7673	8	0.5674	87.98	12	2	0.008	1	0.08	pocket_supported	medium
9XRI	holo	Q99613	0	3.7022	9	1.2305	71.26	20	1	0.815	1	0.05	pocket_supported	medium
9XRI	holo	Q92736	0	3.6892	10	1.8370	82.86	32	2	0.667	4	0.12	pocket_supported	medium
9XRI	holo	Q7KZF4	0	3.6704	11	1.8255	89.95	27	2	0.310	2	0.07	pocket_supported	medium
9XRI	holo	Q9C019	0	3.6496	8	1.3952	83.89	20	1	0.126	1	0.05	pocket_supported	medium
9XRI	holo	Q96T53	0	3.6488	7	1.6123	88.71	13	1	0.993	4	0.31	pocket_supported	high
9XRI	holo	O75691	0	3.6434	9	1.6216	84.27	33	19	0.008	3	0.09	pocket_supported	medium
9XRI	apo	P22061	0	4.5716	6	2.2938	96.33	13	1	0.877	5	0.38	pocket_supported	medium
9XRI	apo	Q16539	0	4.0018	7	1.6436	89.78	13	1	0.578	2	0.15	pocket_supported	medium
9XRI	apo	Q9UQ16	0	3.6221	7	2.3360	77.34	20	1	0.662	1	0.05	pocket_supported	medium
9XRI	apo	Q14397	0	3.5890	8	0.8956	93.29	19	1	0.759	2	0.11	pocket_supported	medium
9XRI	apo	P00558	0	3.5058	8	1.9950	96.43	16	3	0.225	1	0.06	pocket_supported	medium
9XRI	apo	Q15029	0	3.3787	8	2.4428	89.92	28	2	0.798	4	0.14	pocket_supported	medium
9XRI	apo	Q9BRQ8	0	3.2833	6	2.1658	95.71	14	1	0.992	1	0.07	pocket_supported	medium
9XRI	apo	Q8NGB9	0	3.1531	5	0.9763	87.56	9	1	0.964	3	0.33	pocket_supported	high
9XRI	apo	A0A2R8YED5	0	3.1311	6	2.4207	89.08	11	1	0.896	4	0.36	pocket_supported	medium
9XRI	apo	Q9UNP9	0	3.1071	6	1.1256	83.36	12			0	0.00	non_pocket	
9XRI	apo	Q32NB8	0	3.1004	8	2.3289	85.22	16	1	0.839	1	0.06	pocket_supported	medium
9XRI	apo	Q8NCR0	0	3.0715	7	1.9359	86.33	18	6	0.026	3	0.17	pocket_supported	medium
9XRI	apo	P54802	0	3.0492	8	0.8043	96.81	17	3	0.579	1	0.06	pocket_supported	medium
9XRI	apo	O96009	0	3.0422	6	0.3461	82.40	11	2	0.075	1	0.09	pocket_supported	medium
9XRI	apo	Q6ZNJ1	0	3.0266	7	2.0560	75.89	34	12	0.102	3	0.09	pocket_supported	medium
9XRI	apo	Q9NTJ5	0	2.9699	7	0.5489	90.75	14	1	0.563	1	0.07	pocket_supported	medium
9XRI	apo	Q96F10	0	2.9688	3	2.0123	94.15	6	1	0.854	2	0.33	pocket_supported	medium
9XRI	apo	Q8WV44	0	2.9518	6	1.4777	72.78	18	1	0.305	2	0.11	pocket_supported	medium
9XRI	apo	O15105	0	2.9365	7	1.4586	73.03	13	1	0.376	1	0.08	pocket_supported	medium
9XRI	apo	Q14697	0	2.9231	8	1.1195	92.98	16	8	0.038	2	0.12	pocket_supported	medium
9XRI	apo	O75635	0	2.9025	6	2.1354	89.25	13	1	0.012	1	0.08	pocket_supported	medium
9XRI	apo	Q92819	0	2.8692	6	1.4501	90.55	12	1	0.998	2	0.17	pocket_supported	medium
9XRI	apo	O43299	0	2.8648	6	1.1423	84.89	16	5	0.021	3	0.19	pocket_supported	medium
9XRI	apo	Q8N1Q1	0	2.8565	6	0.3695	96.98	7			0	0.00	non_pocket	
9XRI	apo	Q9NZP8	0	2.8484	6	0.8997	77.13	12	1	0.386	1	0.08	pocket_supported	medium
9XRI	apo	Q8NGY0	0	2.8320	6	0.3562	86.85	4	1	0.957	3	0.75	pocket_supported	medium
9XRI	apo	Q6P2M8	0	2.8295	7	0.1525	81.86	6	7	0.023	1	0.17	pocket_supported	medium
9XRI	apo	Q86XT9	0	2.8195	5	0.1296	67.95	4	1	0.307	1	0.25	pocket_supported	medium
9XRI	apo	P58173	0	2.8107	6	0.9227	88.08	7	1	0.927	3	0.43	pocket_supported	medium
9XRI	apo	P01570	0	2.7990	5	0.6655	84.64	11	1	0.037	1	0.09	pocket_supported	medium
